first_name,last_name,age,phone_number,set_id,number,theme,subtheme,year,name,pieces,us_price,image_url,quantity
Senay,Hildreth,30,607-555-8247,24957,71309,Bionicle,Toa,2018,Onua - Uniter of Earth,143,19.99,http://images.brickset.com/sets/images/71309-1.jpg,2
Shadae,Chidel,20,406-555-0853,24661,71233,Dimensions,Fun Pack,2018,Fun Pack: Stay Puft,65,14.99,http://images.brickset.com/sets/images/71233-1.jpg,2
Shadae,Chidel,20,406-555-0853,24705,41141,Disney Princess,Palace Pets,2018,Pumpkin's Royal Carriage,79,9.99,http://images.brickset.com/sets/images/41141-1.jpg,1
Vanessa,Mantey,42,NA,24621,41557,Mixels,Series 7,2018,Camillot,64,4.99,http://images.brickset.com/sets/images/41557-1.jpg,1
Vanessa,Mantey,42,NA,24696,31050,Creator,,2018,Corner Deli,467,39.99,http://images.brickset.com/sets/images/31050-1.jpg,2
Vanessa,Mantey,42,NA,24747,76049,Marvel Super Heroes,Avengers Assemble,2018,Avenjet Space Mission,523,59.99,http://images.brickset.com/sets/images/76049-1.jpg,1
Vanessa,Mantey,42,NA,24728,41110,Friends,Party,2018,Birthday Party,191,19.99,http://images.brickset.com/sets/images/41110-1.jpg,1
Mitchell,Olivo,41,345-555-9053,26037,41576,Mixels,Series 9,2018,Spinza,60,4.99,,1
Mitchell,Olivo,41,345-555-9053,25918,76055,DC Comics Super Heroes,Batman,2018,Batman: Killer Croc Sewer Smash,759,79.99,http://images.brickset.com/sets/images/76055-1.jpg,1
Hanibal,Vera,54,206-555-3697,24783,75118,Star Wars,Buildable Figures,2018,Captain Phasma,82,24.99,http://images.brickset.com/sets/images/75118-1.jpg,2
Holly,Klingelsmith,33,NA,25003,41564,Mixels,Series 8,2018,Aquad,70,4.99,http://images.brickset.com/sets/images/41564-1.jpg,4
Holly,Klingelsmith,33,NA,24906,41562,Mixels,Series 7,2018,Trumpsy,54,4.99,http://images.brickset.com/sets/images/41562-1.jpg,1
Mason,Perez,32,403-555-2627,24718,10819,Duplo,,2018,My First Garden,25,19.99,http://images.brickset.com/sets/images/10819-1.jpg,3
Mason,Perez,32,403-555-2627,24903,41558,Mixels,Series 7,2018,Mixadel,63,4.99,http://images.brickset.com/sets/images/41558-1.jpg,1
Jose,Downing,53,415-555-4797,25923,75147,Star Wars,Original Content,2018,Star Scavenger,558,49.99,http://images.brickset.com/sets/images/75147-1.jpg,1
Jose,Downing,53,415-555-4797,24666,71301,Bionicle,Companions,2018,Ketar - Creature of Stone,80,9.99,http://images.brickset.com/sets/images/71301-1.jpg,1
Jordan,O'Boyle,28,880-555-9695,24662,21026,Architecture,Skylines,2018,Venice,212,29.99,http://images.brickset.com/sets/images/21026-1.jpg,1
Jordan,O'Boyle,28,880-555-9695,25635,70320,Nexo Knights,,2018,Aaron Fox's Aero-Striker V2,301,29.99,http://images.brickset.com/sets/images/70320-1.jpg,2
Justin,Hiner,23,212-555-7274,24797,75138,Star Wars,Episode V,2018,Hoth Attack,233,24.99,http://images.brickset.com/sets/images/75138-1.jpg,1
Brianna,Biery,20,443-555-5650,25656,10804,Duplo,,2018,Jungle,86,49.99,http://images.brickset.com/sets/images/10804-1.jpg,2
Brianna,Biery,20,443-555-5650,24898,41113,Friends,Party,2018,Party Gift Shop,52,4.99,http://images.brickset.com/sets/images/41113-1.jpg,1
Sergey,Lapp,56,802-555-5261,24709,10803,Duplo,,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1
Sergey,Lapp,56,802-555-5261,25923,75147,Star Wars,Original Content,2018,Star Scavenger,558,49.99,http://images.brickset.com/sets/images/75147-1.jpg,1
Allison,English,20,308-555-8064,24757,70311,Nexo Knights,,2018,Chaos Catapult,93,9.99,http://images.brickset.com/sets/images/70311-1.jpg,1
Isabel,Garrison,38,561-555-4014,25876,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,1
Isabel,Garrison,38,561-555-4014,24756,70310,Nexo Knights,,2018,Knighton Battle Blaster,76,9.99,http://images.brickset.com/sets/images/70310-1.jpg,1
Isabel,Garrison,38,561-555-4014,24725,41174,Elves,,2018,The Starlight Inn,343,29.99,http://images.brickset.com/sets/images/41174-1.jpg,1
Rachelle,Henderson,50,636-555-3458,25009,41570,Mixels,Series 8,2018,Skrubz,68,4.99,http://images.brickset.com/sets/images/41570-1.jpg,1
Eden,Morgan,47,882-555-5047,24712,10808,Duplo,,2018,Little Plane,13,9.99,http://images.brickset.com/sets/images/10808-1.jpg,2
Eden,Morgan,47,882-555-5047,25612,21128,Minecraft,Minifig-scale,2018,The Village,NA,199.99,,1
Eden,Morgan,47,882-555-5047,24675,60106,City,Fire,2018,Fire Starter Set,90,9.99,http://images.brickset.com/sets/images/60106-1.jpg,2
Emilie,Ellis,33,806-555-3409,25639,70324,Nexo Knights,,2018,Merlok's Library 2.0,288,24.99,http://images.brickset.com/sets/images/70324-1.jpg,1
Emilie,Ellis,33,806-555-3409,24760,70315,Nexo Knights,,2018,Clay's Rumble Blade,367,39.99,http://images.brickset.com/sets/images/70315-1.jpg,1
Emilie,Ellis,33,806-555-3409,24762,70330,Nexo Knights,Ultimate,2018,Ultimate Clay,72,9.99,http://images.brickset.com/sets/images/70330-1.jpg,2
Emilie,Ellis,33,806-555-3409,25877,853506,Gear,Role-Play toys,2018,NK Shield Standard,NA,12.99,http://images.brickset.com/sets/images/853506-1.jpg,1
Seth,Foley,24,NA,24903,41558,Mixels,Series 7,2018,Mixadel,63,4.99,http://images.brickset.com/sets/images/41558-1.jpg,2
Seth,Foley,24,NA,24750,76065,Marvel Super Heroes,Mighty Micros,2018,Captain America vs. Red Skull,95,9.99,http://images.brickset.com/sets/images/76065-1.jpg,1
Seth,Foley,24,NA,25875,853570,City,Police,2018,Police Accessory Set,26,14.99,http://images.brickset.com/sets/images/853570-1.jpg,2
Seth,Foley,24,NA,25594,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1
Sara,Siegwarth,30,214-555-6861,24898,41113,Friends,Party,2018,Party Gift Shop,52,4.99,http://images.brickset.com/sets/images/41113-1.jpg,1
Sara,Siegwarth,30,214-555-6861,25876,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,1
Siria,Vorwald,28,716-555-2704,24956,71300,Bionicle,companions,2018,Uxar - Creature of Jungle,89,9.99,http://images.brickset.com/sets/images/71300-1.jpg,1
Siria,Vorwald,28,716-555-2704,24691,31043,Creator,,2018,Chopper Transporter,124,9.99,http://images.brickset.com/sets/images/31043-1.jpg,1
Blake,Serota,44,952-555-3416,26058,5005059,Gear,Video Games/PS3,2018,Marvel Avengers PS3 Video Game,NA,49.99,http://images.brickset.com/sets/images/5005059-1.jpg,1
Blake,Serota,44,952-555-3416,24785,75126,Star Wars,MicroFighters,2018,First Order Snowspeeder,91,9.99,http://images.brickset.com/sets/images/75126-1.jpg,1
Blake,Serota,44,952-555-3416,25885,853572,Gear,Key Chains/Miscellaneous,2018,Bumble Bee Key Chain,NA,5.99,http://images.brickset.com/sets/images/853572-1.jpg,1
Lavie,Faulkner,41,718-555-0575,25647,71316,Bionicle,Reboot Villains,2018,Umarak the Destroyer,191,24.99,,2
Lavie,Faulkner,41,718-555-0575,25662,75824,The Angry Birds Movie,,2018,Pig City Teardown,386,39.99,http://images.brickset.com/sets/images/75824-1.jpg,1
Lavie,Faulkner,41,718-555-0575,25623,70592,Ninjago,Rise of the Villains,2018,Salvage M.E.C.,439,39.99,http://images.brickset.com/sets/images/70592-1.jpg,1
Brianna,Prisbrey,28,580-555-3606,24697,76044,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,Clash of the Heroes,92,12.99,http://images.brickset.com/sets/images/76044-1.jpg,1
Brianna,Prisbrey,28,580-555-3606,25656,10804,Duplo,,2018,Jungle,86,49.99,http://images.brickset.com/sets/images/10804-1.jpg,1
Brianna,Prisbrey,28,580-555-3606,24551,71234,Dimensions,Fun Pack,2018,Fun Pack: Sensei Wu,58,14.99,http://images.brickset.com/sets/images/71234-1.jpg,1
Da Som,Roskam,36,441-555-9959,24764,70333,Nexo Knights,Ultimate,2018,Ultimate Robin,75,9.99,http://images.brickset.com/sets/images/70333-1.jpg,1
Da Som,Roskam,36,441-555-9959,25875,853570,City,Police,2018,Police Accessory Set,26,14.99,http://images.brickset.com/sets/images/853570-1.jpg,1
Alina,Calerich,22,480-555-5897,24731,41116,Friends,,2018,Olivia's Exploration Car,185,14.99,http://images.brickset.com/sets/images/41116-1.jpg,1
Alina,Calerich,22,480-555-5897,24727,41176,Elves,,2018,The Secret Market Place,691,59.99,http://images.brickset.com/sets/images/41176-1.jpg,1
Alina,Calerich,22,480-555-5897,24915,60130,City,Police,2018,Prison Island,754,89.99,http://images.brickset.com/sets/images/60130-1.jpg,1
Alina,Calerich,22,480-555-5897,25897,853551,Gear,Key Chains/Friends,2018,Olivia Key Chain,NA,5.99,http://images.brickset.com/sets/images/853551-1.jpg,1
Alina,Calerich,22,480-555-5897,24673,71308,Bionicle,Toa,2018,Tahu - Uniter of Fire,132,19.99,http://images.brickset.com/sets/images/71308-1.jpg,1
Ursula,Goyen,33,973-555-5517,24920,70605,Ninjago,Skybound,2018,Misfortune's Keep,754,79.99,http://images.brickset.com/sets/images/70605-1.jpg,2
Ursula,Goyen,33,973-555-5517,25876,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,1
Ursula,Goyen,33,973-555-5517,25638,70323,Nexo Knights,,2018,Jestro's Volcano Lair,1186,119.99,http://images.brickset.com/sets/images/70323-1.jpg,1
Ursula,Goyen,33,973-555-5517,24722,41171,Elves,,2018,Emily Jones & the Baby Wind Dragon,80,9.99,http://images.brickset.com/sets/images/41171-1.jpg,1
Ashley,Bletcher,61,567-555-1984,24905,41561,Mixels,Series 7,2018,Tapsy,57,4.99,http://images.brickset.com/sets/images/41561-1.jpg,2
Ashley,Bletcher,61,567-555-1984,24709,10803,Duplo,,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1
Ashley,Bletcher,61,567-555-1984,24697,76044,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,Clash of the Heroes,92,12.99,http://images.brickset.com/sets/images/76044-1.jpg,2
Jackson,Dominguez,40,NA,24759,70313,Nexo Knights,,2018,Moltor's Lava Smasher,187,19.99,http://images.brickset.com/sets/images/70313-1.jpg,2
Jackson,Dominguez,40,NA,25611,21127,Minecraft,Minifig-scale,2018,The Fortress,NA,109.99,http://images.brickset.com/sets/images/21127-1.jpg,1
Jackson,Dominguez,40,NA,25008,41569,Mixels,Series 8,2018,Surgeo,63,4.99,http://images.brickset.com/sets/images/41569-1.jpg,2
Jackson,Dominguez,40,NA,24733,41118,Friends,,2018,Heartlake Supermarket,313,29.99,http://images.brickset.com/sets/images/41118-1.jpg,1
Jackson,Dominguez,40,NA,25632,70339,Nexo Knights,Ultimate,2018,Ultimate Flama,67,9.99,,3
Jackson,Dominguez,40,NA,26034,41573,Mixels,Series 9,2018,Sweepz,61,4.99,,1
Jackson,Dominguez,40,NA,25885,853572,Gear,Key Chains/Miscellaneous,2018,Bumble Bee Key Chain,NA,5.99,http://images.brickset.com/sets/images/853572-1.jpg,2
India,Rudy,39,NA,24709,10803,Duplo,,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1
India,Rudy,39,NA,25004,41565,Mixels,Series 8,2018,Hydro,70,4.99,http://images.brickset.com/sets/images/41565-1.jpg,2
India,Rudy,39,NA,24659,71228,Dimensions,Level Pack,2018,Level Pack: Ghostbusters,115,29.99,http://images.brickset.com/sets/images/71228-1.jpg,1
India,Rudy,39,NA,25636,70321,Nexo Knights,,2018,General Magmar's Siege Machine of Doom,516,49.99,http://images.brickset.com/sets/images/70321-1.jpg,2
India,Rudy,39,NA,24790,75131,Star Wars,The Force Awakens,2018,Resistance Trooper Battle Pack,112,12.99,http://images.brickset.com/sets/images/75131-1.jpg,1
Alex,Martin,32,612-555-6849,25664,75826,The Angry Birds Movie,,2018,King Pig's Castle,859,89.99,http://images.brickset.com/sets/images/75826-1.jpg,2
Alex,Martin,32,612-555-6849,25624,70593,Ninjago,Skybound,2018,The Green NRG Dragon,567,49.99,http://images.brickset.com/sets/images/70593-1.jpg,1
Carolane,Levosky,37,732-555-0913,25876,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,4
Carolane,Levosky,37,732-555-0913,26041,41580,Mixels,Series 9,2018,Myke,63,4.99,,1
Carolane,Levosky,37,732-555-0913,24797,75138,Star Wars,Episode V,2018,Hoth Attack,233,24.99,http://images.brickset.com/sets/images/75138-1.jpg,2
Tristin,Marcy,39,NA,25010,41571,Mixels,Series 8,2018,Tuth,67,4.99,http://images.brickset.com/sets/images/41571-1.jpg,1
Tristin,Marcy,39,NA,24760,70315,Nexo Knights,,2018,Clay's Rumble Blade,367,39.99,http://images.brickset.com/sets/images/70315-1.jpg,2
Tristin,Marcy,39,NA,24800,42044,Technic,,2018,Display Team Jet,113,12.99,http://images.brickset.com/sets/images/42044-1.jpg,1
Tristin,Marcy,39,NA,24986,30446,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,The Batmobile,63,3.99,http://images.brickset.com/sets/images/30446-1.jpg,1
Tristin,Marcy,39,NA,26057,5005058,Gear,Video Games/Wii U,2018,Marvel Avengers Wii U Video Game,NA,49.99,http://images.brickset.com/sets/images/5005058-1.jpg,3
Aaron,Bruner,18,914-555-5003,24679,60111,City,Fire,2018,Fire Utility Truck,368,39.99,http://images.brickset.com/sets/images/60111-1.jpg,4
Aaron,Bruner,18,914-555-5003,24956,71300,Bionicle,companions,2018,Uxar - Creature of Jungle,89,9.99,http://images.brickset.com/sets/images/71300-1.jpg,1
Aaron,Bruner,18,914-555-5003,24796,75137,Star Wars,Episode V,2018,Carbon-Freezing Chamber,231,24.99,http://images.brickset.com/sets/images/75137-1.jpg,2
Dominic,Mayo,34,936-555-0956,25887,853543,Ninjago,,2018,Ninjago Party Set,70,7.99,http://images.brickset.com/sets/images/853543-1.jpg,2
Michael,Donner,18,432-555-3069,24660,71241,Dimensions,Fun Pack,2018,Fun Pack: Slimer,33,14.99,http://images.brickset.com/sets/images/71241-1.jpg,2
Michael,Donner,18,432-555-3069,24709,10803,Duplo,,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,1
Michael,Donner,18,432-555-3069,26059,5005060,Gear,Video Games/3DS,2018,Marvel Avengers Nintendo 3DS Video Game,NA,29.99,http://images.brickset.com/sets/images/5005060-1.jpg,1
Elyssa,Nelson,26,815-555-4287,24703,41069,Disney Princess,Palace Pets,2018,Treasure's Day at the Pool,70,5.99,http://images.brickset.com/sets/images/41069-1.jpg,1
Elyssa,Nelson,26,815-555-4287,24736,41121,Friends,Adventure Camp,2018,Adventure Camp Rafting,320,29.99,http://images.brickset.com/sets/images/41121-1.jpg,1
Francisco,Smith,34,229-555-6673,24687,60127,City,Police,2018,Prison Island Starter Set,92,9.99,http://images.brickset.com/sets/images/60127-1.jpg,1
Francisco,Smith,34,229-555-6673,24802,42046,Technic,,2018,Getaway Racer,170,19.99,http://images.brickset.com/sets/images/42046-1.jpg,1
Saige,Dugger,27,406-555-4946,24677,60108,City,Fire,2018,Fire Response Unit,257,39.99,http://images.brickset.com/sets/images/60108-1.jpg,1
Saige,Dugger,27,406-555-4946,24715,10816,Duplo,,2018,My First Cars and Trucks,36,19.99,http://images.brickset.com/sets/images/10816-1.jpg,2
Saige,Dugger,27,406-555-4946,24722,41171,Elves,,2018,Emily Jones & the Baby Wind Dragon,80,9.99,http://images.brickset.com/sets/images/41171-1.jpg,1
Saige,Dugger,27,406-555-4946,25635,70320,Nexo Knights,,2018,Aaron Fox's Aero-Striker V2,301,29.99,http://images.brickset.com/sets/images/70320-1.jpg,1
Saige,Dugger,27,406-555-4946,24762,70330,Nexo Knights,Ultimate,2018,Ultimate Clay,72,9.99,http://images.brickset.com/sets/images/70330-1.jpg,1
Taylor,Bruder,56,409-555-7986,24718,10819,Duplo,,2018,My First Garden,25,19.99,http://images.brickset.com/sets/images/10819-1.jpg,2
Taylor,Bruder,56,409-555-7986,24793,75133,Star Wars,Battlefront,2018,Rebel Alliance Battle Pack,101,12.99,http://images.brickset.com/sets/images/75133-1.jpg,2
Keyana,Lafay,52,786-555-6090,25594,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1
Keyana,Lafay,52,786-555-6090,24663,21027,Architecture,Skylines,2018,Berlin,289,29.99,http://images.brickset.com/sets/images/21027-1.jpg,1
Keyana,Lafay,52,786-555-6090,24919,70601,Ninjago,Skybound,2018,Sky Shark,221,19.99,http://images.brickset.com/sets/images/70601-1.jpg,1
Keyana,Lafay,52,786-555-6090,26037,41576,Mixels,Series 9,2018,Spinza,60,4.99,,2
Kaitlyn,Engel,27,440-555-1127,24672,71307,Bionicle,Toa,2018,Gali - Uniter of Water,87,14.99,http://images.brickset.com/sets/images/71307-1.jpg,3
Kaitlyn,Engel,27,440-555-1127,25010,41571,Mixels,Series 8,2018,Tuth,67,4.99,http://images.brickset.com/sets/images/41571-1.jpg,2
Kaitlyn,Engel,27,440-555-1127,25896,853547,Gear,Key Chains/Friends,2018,Emma Key Chain,NA,5.99,http://images.brickset.com/sets/images/853547-1.jpg,2
Kaitlyn,Engel,27,440-555-1127,25645,71314,Bionicle,Reboot Villains,2018,Storm Beast,109,14.99,,1
Rachael,Tilley,26,806-555-8594,24988,40202,Seasonal,Easter,2018,Easter Chick,111,9.99,,2
Rachael,Tilley,26,806-555-8594,26036,41575,Mixels,Series 9,2018,Cobrax,64,4.99,,1
Keith,Atwood,25,NA,24804,42048,Technic,,2018,Race Kart,345,29.99,http://images.brickset.com/sets/images/42048-1.jpg,1
John,Ellis,24,815-555-9436,26057,5005058,Gear,Video Games/Wii U,2018,Marvel Avengers Wii U Video Game,NA,49.99,http://images.brickset.com/sets/images/5005058-1.jpg,1
Tynecia,Kramer,20,778-555-0036,24731,41116,Friends,,2018,Olivia's Exploration Car,185,14.99,http://images.brickset.com/sets/images/41116-1.jpg,1
Tynecia,Kramer,20,778-555-0036,24770,70602,Ninjago,Skybound,2018,Jay's Elemental Dragon,350,29.99,http://images.brickset.com/sets/images/70602-1.jpg,1
Tynecia,Kramer,20,778-555-0036,25658,21305,Ideas,,2018,Maze,769,69.99,,2
Jennifer,Dana,26,956-555-9719,24691,31043,Creator,,2018,Chopper Transporter,124,9.99,http://images.brickset.com/sets/images/31043-1.jpg,2
Jennifer,Dana,26,956-555-9719,25597,75827,Ghostbusters,,2018,Firehouse Headquarters ,4634,349.99,http://images.brickset.com/sets/images/75827-1.jpg,2
Gabriel,Dysart,49,858-555-0076,25637,70322,Nexo Knights,,2018,Axl's Tower Carrier,670,69.99,http://images.brickset.com/sets/images/70322-1.jpg,2
Gabriel,Dysart,49,858-555-0076,24697,76044,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,Clash of the Heroes,92,12.99,http://images.brickset.com/sets/images/76044-1.jpg,3
Dylan,Mcgrath,18,229-555-1970,24748,76050,Marvel Super Heroes,Captain America: Civil War,2018,Crossbones' Hazard Heist,179,19.99,http://images.brickset.com/sets/images/76050-1.jpg,1
Dylan,Mcgrath,18,229-555-1970,25645,71314,Bionicle,Reboot Villains,2018,Storm Beast,109,14.99,,1
Jacob,Griffith,29,928-555-3406,25627,70596,Ninjago,Rise of the Villains,2018,Samurai X Cave Chaos,1253,119.99,,1
Jacob,Griffith,29,928-555-3406,25887,853543,Ninjago,,2018,Ninjago Party Set,70,7.99,http://images.brickset.com/sets/images/853543-1.jpg,2
Jacob,Griffith,29,928-555-3406,24716,10817,Duplo,,2018,Creative Chest,70,29.99,http://images.brickset.com/sets/images/10817-1.jpg,1
Dustin,Tennis,31,229-555-5837,24687,60127,City,Police,2018,Prison Island Starter Set,92,9.99,http://images.brickset.com/sets/images/60127-1.jpg,1
Melanie,Rollert,43,NA,25668,75828,Ghostbusters,Reboot,2018,Ghostbusters Ecto-1 & Ecto-2,NA,59.99,http://images.brickset.com/sets/images/75828-1.jpg,2
Melanie,Rollert,43,NA,26026,41179,Elves,,2018,Queen Dragon's Rescue,833,69.99,,3
Robert,Buse,38,712-555-9533,24794,75135,Star Wars,Episode III,2018,Obi-Wan's Jedi Interceptor,215,24.99,http://images.brickset.com/sets/images/75135-1.jpg,2
Robert,Buse,38,712-555-9533,24784,75125,Star Wars,MicroFighters,2018,Resistance X-wing Fighter,87,9.99,http://images.brickset.com/sets/images/75125-1.jpg,1
Robert,Buse,38,712-555-9533,24733,41118,Friends,,2018,Heartlake Supermarket,313,29.99,http://images.brickset.com/sets/images/41118-1.jpg,2
Jessa,Stites,51,NA,24618,71238,Dimensions,Fun Pack,2018,Fun Pack: Cyberman,40,14.99,http://images.brickset.com/sets/images/71238-1.jpg,1
Jessa,Stites,51,NA,24762,70330,Nexo Knights,Ultimate,2018,Ultimate Clay,72,9.99,http://images.brickset.com/sets/images/70330-1.jpg,1
Ryan,Marquez,25,281-555-0811,24766,70334,Nexo Knights,Ultimate,2018,Ultimate Beast Master,65,9.99,http://images.brickset.com/sets/images/70334-1.jpg,1
Ryan,Marquez,25,281-555-0811,25898,75145,Star Wars,Original Content,2018,Eclipse Fighter,363,29.99,http://images.brickset.com/sets/images/75145-1.jpg,1
Ryan,Marquez,25,281-555-0811,24618,71238,Dimensions,Fun Pack,2018,Fun Pack: Cyberman,40,14.99,http://images.brickset.com/sets/images/71238-1.jpg,1
Orion,Gates,54,214-555-0029,24769,70600,Ninjago,Skybound,2018,Ninja Bike Chase,231,19.99,http://images.brickset.com/sets/images/70600-1.jpg,4
Orion,Gates,54,214-555-0029,25623,70592,Ninjago,Rise of the Villains,2018,Salvage M.E.C.,439,39.99,http://images.brickset.com/sets/images/70592-1.jpg,2
Orion,Gates,54,214-555-0029,25624,70593,Ninjago,Skybound,2018,The Green NRG Dragon,567,49.99,http://images.brickset.com/sets/images/70593-1.jpg,1
Jenny,Tutone,35,919-867-5309,24729,41111,Friends,Party,2018,Party Train,109,9.99,http://images.brickset.com/sets/images/41111-1.jpg,1
Jenny,Tutone,35,919-867-5309,24894,31040,Creator,,2018,Desert Racers,65,4.99,http://images.brickset.com/sets/images/31040-1.jpg,1
Jenny,Tutone,35,919-867-5309,24735,41120,Friends,Adventure Camp,2018,Adventure Camp Archery,114,9.99,http://images.brickset.com/sets/images/41120-1.jpg,1
Josie,Paley,38,807-555-3971,25876,853555,Gear,Stationery,2018,Campsite Scrapbook,NA,14.99,http://images.brickset.com/sets/images/853555-1.jpg,1
Josie,Paley,38,807-555-3971,24796,75137,Star Wars,Episode V,2018,Carbon-Freezing Chamber,231,24.99,http://images.brickset.com/sets/images/75137-1.jpg,2
Josie,Paley,38,807-555-3971,24781,75116,Star Wars,Buildable Figures,2018,Finn,98,24.99,http://images.brickset.com/sets/images/75116-1.jpg,3
Josie,Paley,38,807-555-3971,26034,41573,Mixels,Series 9,2018,Sweepz,61,4.99,,1
Josie,Paley,38,807-555-3971,24788,75129,Star Wars,MicroFighters,2018,Wookiee Gunship,84,9.99,http://images.brickset.com/sets/images/75129-1.jpg,1
Josie,Paley,38,807-555-3971,24904,41559,Mixels,Series 7,2018,Paladum,64,4.99,http://images.brickset.com/sets/images/41559-1.jpg,2
Christina,Williams,39,541-555-5085,24670,71305,Bionicle,Toa,2018,Lewa - Uniter of Jungle,79,14.99,http://images.brickset.com/sets/images/71305-1.jpg,2
Christina,Williams,39,541-555-5085,24995,10702,Classic,,2018,Creative Building Set,583,29.99,http://images.brickset.com/sets/images/10702-1.jpg,1
Christina,Williams,39,541-555-5085,24758,70312,Nexo Knights,,2018,Lance's Mecha Horse,237,19.99,http://images.brickset.com/sets/images/70312-1.jpg,1
Alexandra,Leinhart,24,551-555-8769,24736,41121,Friends,Adventure Camp,2018,Adventure Camp Rafting,320,29.99,http://images.brickset.com/sets/images/41121-1.jpg,2
Alexandra,Leinhart,24,551-555-8769,24762,70330,Nexo Knights,Ultimate,2018,Ultimate Clay,72,9.99,http://images.brickset.com/sets/images/70330-1.jpg,1
Alexandra,Leinhart,24,551-555-8769,25635,70320,Nexo Knights,,2018,Aaron Fox's Aero-Striker V2,301,29.99,http://images.brickset.com/sets/images/70320-1.jpg,2
Delmi,Spedding,40,758-555-3948,24679,60111,City,Fire,2018,Fire Utility Truck,368,39.99,http://images.brickset.com/sets/images/60111-1.jpg,2
Delmi,Spedding,40,758-555-3948,24735,41120,Friends,Adventure Camp,2018,Adventure Camp Archery,114,9.99,http://images.brickset.com/sets/images/41120-1.jpg,1
Peyton,Wiebe,29,281-555-8711,25612,21128,Minecraft,Minifig-scale,2018,The Village,NA,199.99,,1
Peyton,Wiebe,29,281-555-8711,25922,75149,Star Wars,The Force Awakens,2018,Resistance X-wing Fighter,740,79.99,http://images.brickset.com/sets/images/75149-1.jpg,1
Peyton,Wiebe,29,281-555-8711,26024,41177,Elves,,2018,The Precious Crystal Mine,273,29.99,http://images.brickset.com/sets/images/41177-1.jpg,2
Gunnar,Nickless,36,915-555-5334,24678,60109,City,Fire,2018,Fire Boat,412,79.99,http://images.brickset.com/sets/images/60109-1.jpg,1
Alex,Ford,33,509-555-2531,24701,76062,DC Comics Super Heroes,Mighty Micros,2018,Robin vs. Bane,77,9.99,http://images.brickset.com/sets/images/76062-1.jpg,1
Audrey,Eustace,26,NA,24771,70603,Ninjago,Skybound,2018,Raid Zeppelin,294,29.99,http://images.brickset.com/sets/images/70603-1.jpg,1
Audrey,Eustace,26,NA,25877,853506,Gear,Role-Play toys,2018,NK Shield Standard,NA,12.99,http://images.brickset.com/sets/images/853506-1.jpg,1
Audrey,Eustace,26,NA,25641,70326,Nexo Knights,,2018,The Black Knight Mech,530,39.99,,1
Audrey,Eustace,26,NA,24749,76064,Marvel Super Heroes,Mighty Micros,2018,Spider-Man vs. Green Goblin,85,9.99,http://images.brickset.com/sets/images/76064-1.jpg,1
Jacob,Scott,23,312-555-5114,24691,31043,Creator,,2018,Chopper Transporter,124,9.99,http://images.brickset.com/sets/images/31043-1.jpg,2
Jacob,Scott,23,312-555-5114,24672,71307,Bionicle,Toa,2018,Gali - Uniter of Water,87,14.99,http://images.brickset.com/sets/images/71307-1.jpg,1
Daniel,Griffey,68,479-555-3648,25631,70338,Nexo Knights,Ultimate,2018,Ultimate General Magmar,64,9.99,,1
Daniel,Griffey,68,479-555-3648,24733,41118,Friends,,2018,Heartlake Supermarket,313,29.99,http://images.brickset.com/sets/images/41118-1.jpg,2
Daniel,Griffey,68,479-555-3648,24619,41560,Mixels,Series 7,2018,Jamzy,70,4.99,http://images.brickset.com/sets/images/41560-1.jpg,4
Amanda,Hunter,21,NA,25655,10826,Duplo,Miles from Tomorrowland,2018,Miles' Stellosphere Hangar,44,34.99,http://images.brickset.com/sets/images/10826-1.jpg,2
Amanda,Hunter,21,NA,24666,71301,Bionicle,Companions,2018,Ketar - Creature of Stone,80,9.99,http://images.brickset.com/sets/images/71301-1.jpg,1
Alissa,Lamsal,27,313-555-1678,24762,70330,Nexo Knights,Ultimate,2018,Ultimate Clay,72,9.99,http://images.brickset.com/sets/images/70330-1.jpg,2
Alissa,Lamsal,27,313-555-1678,25640,70325,Nexo Knights,,2018,Infernox captures the Queen,253,24.99,http://images.brickset.com/sets/images/70325-1.jpg,3
